City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
277,Tynda,RU,55.1667,124.7167,69.51,45,45,3.44,scattered clouds
278,Umea,SE,63.8284,20.2597,53.91,93,0,2.3,clear sky
279,Kloulklubed,PW,7.0419,134.2556,77.5,81,100,7.02,moderate rain
280,Bad Goisern,AT,47.6425,13.6161,61.65,100,100,1.92,overcast clouds
281,Mehamn,NO,71.0357,27.8492,39.74,69,5,1.95,clear sky
282,Rocha,UY,-34.4833,-54.3333,46.24,91,43,3.78,scattered clouds
283,Saint Stephen,GB,50.3333,-4.9,56.03,87,75,3.94,broken clouds
284,Touros,BR,-5.1989,-35.4608,76.1,86,12,12.84,few clouds
285,Taoudenni,ML,22.6783,-3.9836,102.69,8,91,6.13,overcast clouds
286,Baihar,IN,22.1,80.55,78.06,65,8,3.11,clear sky
287,Sidi Ali,DZ,36.0998,0.4206,67.46,67,0,5.5,clear sky
288,Kimbe,PG,-5.5502,150.1429,81.86,76,83,0.87,broken clouds
289,Liverpool,GB,53.4106,-2.9779,60.13,81,40,3.62,scattered clouds
290,Barcelona,ES,41.3888,2.159,68.97,78,20,1.01,few clouds
291,Pouembout,NC,-21.1333,164.9,73.58,53,94,8.81,overcast clouds
292,Floro,NO,61.5996,5.0328,53.56,87,5,9.22,clear sky
293,Coronado,US,32.6859,-117.1831,79.95,69,40,9.22,scattered clouds
294,Wuwei,CN,37.9281,102.6414,61.9,51,90,3.89,overcast clouds
295,Naze,JP,28.3667,129.4833,69.19,94,100,3.4,light rain
296,Mahebourg,MU,-20.4081,57.7,71.26,83,38,14.18,light rain
297,Maneadero,MX,31.7167,-116.5667,68.18,73,16,8.01,few clouds
298,Watsa,CD,3.0372,29.5355,61.2,96,68,2.64,broken clouds
299,Yarim,YE,14.298,44.3779,61.52,60,2,3.36,clear sky
300,Duncan,US,34.5023,-97.9578,84.42,64,75,11.5,broken clouds
301,Deputatskiy,RU,69.3,139.9,43.63,57,7,4.68,clear sky
302,Kokkola,FI,63.8385,23.1307,52.03,98,0,5.14,clear sky
303,Wajir,KE,1.7471,40.0573,76.06,67,15,20.07,few clouds
304,Haapsalu,EE,58.9431,23.5414,55.02,82,12,6.4,few clouds
305,Camacha,PT,33.0833,-16.3333,63.36,77,40,8.05,scattered clouds
306,Henties Bay,NA,-22.116,14.2845,68.56,44,0,3.36,clear sky
307,Keuruu,FI,62.2667,24.7,60.98,81,66,1.54,broken clouds
308,Novoseleznevo,RU,55.6821,69.2056,53.49,66,0,6.31,clear sky
309,Batemans Bay,AU,-35.7167,150.1833,55.9,69,100,4.18,overcast clouds
310,Broome,US,42.2506,-75.833,86.58,52,1,3.47,clear sky
311,Rio Gallegos,AR,-51.6226,-69.2181,39.25,81,40,6.91,scattered clouds
312,Hokitika,NZ,-42.7167,170.9667,53.74,84,100,7.9,overcast clouds
313,Maniitsoq,GL,65.4167,-52.9,40.24,90,100,8.19,overcast clouds
314,Christchurch,NZ,-43.5333,172.6333,51.03,97,90,3.0,light rain
315,Dubbo,AU,-32.25,148.6167,44.73,100,41,6.91,scattered clouds
316,Sept-Iles,CA,50.2001,-66.3821,51.82,65,77,3.11,broken clouds
317,Goderich,CA,43.7501,-81.7165,67.75,75,27,10.92,scattered clouds
318,Toktogul,KG,41.8708,72.9402,60.73,83,96,1.52,light rain
319,Pinega,RU,64.7001,43.3936,35.35,76,16,7.31,few clouds
320,Nouadhibou,MR,20.931,-17.0347,66.63,82,94,23.09,overcast clouds
321,Vanimo,PG,-2.6741,141.3028,78.62,89,100,7.09,overcast clouds
322,Valleyview,CA,55.0667,-117.2859,61.93,40,53,9.84,broken clouds
323,Kattivakkam,IN,13.2167,80.3167,85.06,80,88,11.34,overcast clouds
324,Bengkulu,ID,-3.8004,102.2655,73.58,89,25,3.71,scattered clouds
325,Pacifica,US,37.6138,-122.4869,83.37,66,20,3.0,haze
326,Biga,TR,40.2281,27.2422,66.06,65,65,3.51,broken clouds
327,Pevek,RU,69.7008,170.3133,48.31,66,29,13.11,scattered clouds
328,Chippewa Falls,US,44.9369,-91.3929,90.54,33,20,13.98,few clouds
329,Balabac,PH,7.9868,117.0645,83.28,79,100,7.9,overcast clouds
330,Talara,PE,-4.5772,-81.2719,67.95,82,68,15.86,broken clouds
331,Harper,LR,4.375,-7.7169,78.06,88,100,11.83,light rain
332,Mackay,AU,-21.15,149.2,67.05,77,90,14.03,overcast clouds
333,Sorada,IN,19.75,84.4333,84.25,66,79,3.09,broken clouds
334,Waldoboro,US,44.0954,-69.3756,82.89,83,56,4.36,broken clouds
335,Fairbanks,US,64.8378,-147.7164,68.34,55,90,13.8,light rain
336,San Vicente,AR,-26.6167,-54.1333,58.26,98,100,1.92,moderate rain
337,Tongliao,CN,43.6125,122.2653,71.74,41,10,8.16,clear sky
338,Baoding,CN,38.8511,115.4903,76.17,35,100,13.53,overcast clouds
339,Manggar,ID,-2.8833,108.2667,81.84,77,80,9.86,broken clouds
340,Yumen,CN,40.2833,97.2,58.68,19,70,11.45,broken clouds
341,Yerbogachen,RU,61.2767,108.0108,42.98,48,2,12.24,clear sky
342,Canandaigua,US,42.8742,-77.288,88.63,75,45,7.11,scattered clouds
343,Freetown,SL,8.484,-13.2299,80.06,85,99,4.63,overcast clouds
344,Ust-Kulom,RU,61.6864,53.6902,51.87,68,50,3.42,scattered clouds
345,Sitka,US,57.0531,-135.33,53.49,71,75,4.61,light rain
346,Atbasar,KZ,51.8,68.3333,55.51,39,91,4.81,overcast clouds
347,Nyurba,RU,63.2842,118.3319,50.67,64,92,13.82,overcast clouds
348,Novocheboksarsk,RU,56.111,47.4776,63.16,59,0,2.24,clear sky
349,La Solana,ES,38.9442,-3.2381,71.46,36,0,5.61,clear sky
350,Odweyne,SO,9.4092,45.064,74.57,55,0,12.66,clear sky
351,Mitsamiouli,KM,-11.3847,43.2844,78.55,69,57,15.99,broken clouds
352,Kota Kinabalu,MY,5.9749,116.0724,76.98,88,20,5.75,few clouds
353,Banda Aceh,ID,5.5577,95.3222,79.2,73,100,13.47,overcast clouds
354,Kavieng,PG,-2.5744,150.7967,82.31,75,56,6.08,light rain
355,Estelle,US,29.8458,-90.1067,81.99,76,75,4.61,broken clouds
356,Maldonado,UY,-34.6667,-54.9167,50.23,90,22,4.88,few clouds
357,Russell,US,32.3502,-85.1999,87.51,83,75,4.25,broken clouds
358,La Fria,VE,8.2203,-72.2439,75.54,91,100,1.77,overcast clouds
359,Najran,SA,17.4924,44.1277,80.08,25,8,6.71,clear sky
360,Atar,MR,20.5169,-13.0499,95.36,15,8,21.05,clear sky
361,Sola,VU,-13.8833,167.55,79.47,78,90,2.3,overcast clouds
362,General Cepeda,MX,25.3833,-101.45,90.81,13,19,13.49,few clouds
363,Jatibarang,ID,-6.4747,108.3153,75.72,87,44,3.74,scattered clouds
364,Victoria,HK,22.2855,114.1577,82.38,83,47,1.99,scattered clouds
365,Itaqui,BR,-29.1253,-56.5531,61.34,77,100,16.2,overcast clouds
366,Walla Walla,US,46.0646,-118.343,66.9,42,75,4.0,broken clouds
367,Amot,NO,59.5714,7.9877,50.5,71,98,5.06,overcast clouds
368,Along,IN,28.1667,94.7667,71.73,99,100,1.74,overcast clouds
369,Bereda,ES,43.2686,-7.5406,55.92,100,70,3.47,broken clouds
370,Santa Rosa,PH,14.3122,121.1114,85.1,82,100,1.68,overcast clouds
371,Ayotzintepec,MX,17.6667,-96.1333,92.21,55,57,3.09,broken clouds
372,Maues,BR,-3.3836,-57.7186,80.55,72,99,1.03,overcast clouds
373,Nowy Sacz,PL,49.6218,20.6971,58.82,86,52,3.2,broken clouds
374,Callaway,US,30.153,-85.5699,84.9,76,1,7.0,clear sky
375,Angoche,MZ,-16.2325,39.9086,72.79,72,94,12.82,overcast clouds
376,Santiago Del Estero,AR,-27.7951,-64.2615,57.76,75,63,2.59,broken clouds
377,Poum,NC,-20.2333,164.0167,73.04,58,82,15.3,broken clouds
378,Pangody,RU,65.85,74.4859,35.17,72,39,8.86,scattered clouds
379,Beeville,US,28.4008,-97.7483,90.28,84,40,11.5,scattered clouds
380,Padilla,CO,3.2204,-76.3139,70.52,93,95,0.81,overcast clouds
381,Xinzhou,CN,38.4092,112.7333,70.65,31,100,0.58,overcast clouds
382,Pitimbu,BR,-7.4706,-34.8086,75.79,84,35,11.59,scattered clouds
383,Batagay,RU,67.6333,134.6333,54.03,39,85,8.55,overcast clouds
384,Tecoanapa,MX,16.5167,-98.75,87.49,67,46,12.01,scattered clouds
385,Tucuma,BR,-0.1833,-50.05,76.6,90,31,6.58,scattered clouds
386,Walvis Bay,NA,-22.9575,14.5053,71.85,34,0,8.21,clear sky
387,Kichmengskiy Gorodok,RU,59.9816,45.7854,61.86,68,69,4.52,broken clouds
388,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,100,90,3.87,light rain
389,Poya,NC,-21.35,165.15,73.15,53,93,8.32,overcast clouds
390,Juneau,US,58.3019,-134.4197,54.84,88,75,1.99,light rain
391,Rafraf,TN,37.1904,10.1837,70.11,90,27,16.49,scattered clouds
392,Portland,US,45.5234,-122.6762,65.62,55,75,1.01,broken clouds
393,Kyra,RU,49.5776,111.9753,62.2,49,98,3.85,overcast clouds
394,Hay River,CA,60.8156,-115.7999,49.64,52,52,7.76,broken clouds
395,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.12,62,100,3.13,overcast clouds
396,Koubia,GN,11.5833,-11.9,76.41,58,74,2.66,broken clouds
397,Superior,US,46.7208,-92.1041,89.69,39,1,21.85,clear sky
398,Umm Lajj,SA,25.0213,37.2685,82.44,50,0,9.31,clear sky
399,San Ignacio,BZ,17.1561,-89.0714,80.74,94,75,9.89,broken clouds
400,Oparino,RU,59.8518,48.2783,55.49,74,38,5.19,scattered clouds
401,Carutapera,BR,-1.195,-46.02,74.8,94,16,5.39,moderate rain
402,Necochea,AR,-38.5473,-58.7368,45.03,57,100,6.82,overcast clouds
403,Biak,ID,-0.9131,122.8766,77.22,75,85,4.47,overcast clouds
404,Bubaque,GW,11.2833,-15.8333,79.32,86,35,14.88,scattered clouds
405,Bandar-E Lengeh,IR,26.5579,54.8807,86.83,79,12,19.06,few clouds
406,Carauari,BR,-4.8828,-66.8958,74.89,95,80,1.72,broken clouds
407,Zhanaozen,KZ,43.3,52.8,67.51,54,5,8.12,clear sky
408,Sri Aman,MY,1.2376,111.4621,73.74,96,100,1.57,overcast clouds
409,Nanortalik,GL,60.1432,-45.2371,44.28,74,100,13.91,overcast clouds
410,Payson,US,40.0444,-111.7321,93.9,12,40,5.01,scattered clouds
411,Tual,ID,-5.6667,132.75,81.27,78,100,14.43,overcast clouds
412,Fuxin,CN,42.0156,121.6589,70.18,46,29,4.21,scattered clouds
413,Sicamous,CA,50.8331,-118.9856,62.19,33,90,2.13,overcast clouds
414,Vestmannaeyjar,IS,63.4427,-20.2734,47.98,88,100,16.33,overcast clouds
415,Caravelas,BR,-17.7125,-39.2481,72.61,86,9,4.92,clear sky
416,Sangar,RU,63.9242,127.4739,44.26,94,100,3.2,light rain
417,Rennes,FR,48.1667,-1.6667,60.19,82,0,6.91,clear sky
418,Vila Velha,BR,-20.3297,-40.2925,73.35,90,0,1.01,clear sky
419,Nizwa,OM,22.9333,57.5333,84.06,63,0,3.36,clear sky
420,Sindgi,IN,16.9167,76.2333,76.66,78,74,13.85,broken clouds
421,Kentau,KZ,43.5206,68.5094,73.74,43,17,0.85,few clouds
422,Kushiro,JP,42.975,144.3747,61.63,76,49,7.38,scattered clouds
423,Paragould,US,36.0584,-90.4973,78.73,80,100,1.99,overcast clouds
424,Pemangkat,ID,1.1667,108.9667,76.8,87,98,5.37,overcast clouds
425,Garowe,SO,8.4054,48.4845,78.26,66,0,20.98,clear sky
426,Grand-Santi,GF,4.25,-54.3833,74.23,94,99,3.78,heavy intensity rain
427,Laguna,US,38.421,-121.4238,96.46,28,1,5.99,clear sky
428,Siparia,TT,10.1333,-61.5,81.07,86,33,1.01,scattered clouds
429,San Lorenzo,PY,-25.3333,-57.5333,67.14,83,90,7.18,overcast clouds
430,Berezovka,BY,53.7214,25.4993,55.02,93,88,5.75,overcast clouds
431,Huanan,CN,46.2167,130.5167,62.24,69,3,3.18,clear sky
432,Praia,CV,14.9215,-23.5087,73.94,73,40,19.57,scattered clouds
433,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,76.93,50,97,7.07,overcast clouds
434,Valpacos,PT,41.6075,-7.3109,62.24,64,34,4.52,scattered clouds
435,Arlit,NE,18.7369,7.3853,92.86,13,54,10.47,broken clouds
436,Monrovia,LR,6.3005,-10.7969,76.77,85,98,8.5,light rain
437,Alice Springs,AU,-23.7,133.8833,45.95,66,12,3.06,few clouds
438,Maragogi,BR,-9.0122,-35.2225,75.79,84,8,8.25,clear sky
439,Ketchikan,US,55.3422,-131.6461,54.07,82,75,14.97,light rain
440,Coquimbo,CL,-29.9533,-71.3436,55.13,87,90,6.53,overcast clouds
441,Halifax,CA,44.6453,-63.5724,63.39,90,86,3.91,overcast clouds
442,Kosh-Agach,RU,50.0,88.6667,40.68,67,2,2.84,clear sky
443,Kiruna,SE,67.8557,20.2251,49.12,50,33,0.0,scattered clouds
444,Vuktyl,RU,63.8567,57.3094,42.42,54,26,4.45,scattered clouds
445,San Patricio,US,28.017,-97.5169,90.01,73,14,14.43,few clouds
446,Shache,CN,38.4167,77.2406,75.52,22,36,9.04,scattered clouds
447,Moranbah,AU,-22.0016,148.0466,60.31,57,5,12.5,clear sky
448,Vitim,RU,59.4511,112.5578,48.65,68,63,7.14,broken clouds
449,Pangnirtung,CA,66.1451,-65.7125,32.49,93,26,2.86,scattered clouds
450,Pandan,PH,14.0453,124.1694,81.81,78,100,3.11,overcast clouds
451,Hasaki,JP,35.7333,140.8333,71.19,83,100,1.12,overcast clouds
452,Krasnoselkup,RU,65.7,82.4667,34.88,75,39,10.33,scattered clouds
453,Ilebo,CD,-4.3167,20.5833,69.82,99,89,2.01,overcast clouds
454,Lazaro Cardenas,MX,17.9583,-102.2,87.44,61,89,12.66,overcast clouds
455,Montepuez,MZ,-13.1256,38.9997,60.51,80,14,7.49,few clouds
456,Zwedru,LR,6.0667,-8.1281,72.43,99,32,2.95,scattered clouds
457,Carandai,BR,-20.9536,-43.8064,61.93,82,100,1.05,overcast clouds
458,Eenhana,NA,-17.4667,16.3333,57.02,46,18,10.63,few clouds
459,Abja-Paluoja,EE,58.1253,25.3497,53.78,81,25,3.96,scattered clouds
460,Kigorobya,UG,1.6162,31.3089,65.25,85,22,5.01,few clouds
461,Richards Bay,ZA,-28.783,32.0377,58.06,80,0,7.25,clear sky
462,Kurchum,KZ,48.5722,83.6542,53.35,55,0,2.44,clear sky
463,Moroni,KM,-11.7022,43.2551,76.71,76,68,16.08,broken clouds
464,Flin Flon,CA,54.7682,-101.865,58.84,82,75,7.0,broken clouds
465,Aylmer,CA,42.7668,-80.983,84.27,64,63,9.24,broken clouds
466,Vila Vicosa,PT,38.7777,-7.4179,69.03,55,0,7.92,clear sky
467,Jardim,BR,-21.4803,-56.1381,79.68,40,97,1.86,overcast clouds
468,San Jose,US,37.3394,-121.895,84.96,38,20,1.99,few clouds
469,Srednekolymsk,RU,67.45,153.6833,44.58,71,100,15.57,overcast clouds
470,Chaman,PK,30.9236,66.4512,79.3,28,0,5.91,clear sky
471,Muros,ES,42.7762,-9.0603,60.1,81,48,10.31,scattered clouds
472,Azul,AR,-36.777,-59.8585,45.57,65,100,5.37,overcast clouds
473,Ashibetsu,JP,43.5097,142.1856,62.1,75,99,6.11,overcast clouds
474,Makakilo City,US,21.3469,-158.0858,82.72,54,40,12.66,scattered clouds
475,Sergach,RU,55.5308,45.4661,54.86,94,78,3.44,broken clouds
476,Mankera,PK,31.3866,71.4407,93.87,29,0,10.94,clear sky
477,Krasnoborsk,RU,61.5598,45.934,55.65,82,97,7.05,overcast clouds
478,Kaeo,NZ,-35.1,173.7833,60.33,96,100,13.8,moderate rain
479,Madikeri,IN,12.4167,75.7333,63.66,99,100,1.48,overcast clouds
480,Jibuti,DJ,11.5,42.5,85.42,34,40,3.49,scattered clouds
481,Alberton,CA,46.8168,-64.0654,51.64,75,98,10.09,overcast clouds
482,Tahta,EG,26.7693,31.5021,77.81,29,5,14.79,clear sky
483,Ati,TD,13.2154,18.3353,93.04,28,55,2.82,broken clouds
484,Kieta,PG,-6.2167,155.6333,82.51,78,84,4.76,light rain
485,Zhigansk,RU,66.7697,123.3711,52.45,40,100,12.12,overcast clouds
486,Cabedelo,BR,-6.9811,-34.8339,75.87,86,39,12.82,scattered clouds
487,Alcaniz,ES,41.05,-0.1333,66.09,52,0,11.32,clear sky
488,North Bend,US,43.4065,-124.2243,67.24,60,40,13.8,scattered clouds
489,Oulainen,FI,64.2667,24.8,55.81,96,31,4.76,scattered clouds
490,La Grande,US,45.3246,-118.0877,60.01,47,97,5.91,overcast clouds
491,Gat,IL,31.61,34.7642,68.68,74,0,1.36,clear sky
492,Jumla,NP,29.2747,82.1838,54.36,87,17,3.51,few clouds
493,Bambanglipuro,ID,-7.95,110.2833,75.47,92,19,2.91,few clouds
494,Torbat-E Jam,IR,35.244,60.6225,77.04,38,2,4.65,clear sky
495,Salinopolis,BR,-0.6136,-47.3561,77.79,86,37,9.42,scattered clouds
496,Mount Gambier,AU,-37.8333,140.7667,55.31,71,100,20.71,overcast clouds
497,Cap Malheureux,MU,-19.9842,57.6142,71.47,84,9,3.0,light rain
498,Aleksandrovskiy Zavod,RU,50.9237,117.9374,65.07,42,2,3.96,clear sky
499,Elizabeth City,US,36.2946,-76.2511,89.65,69,1,5.75,clear sky
500,Jiaozhou,CN,36.2839,120.0033,82.36,66,96,7.4,light rain
501,San Pedro,PH,14.35,121.0167,84.34,83,100,1.57,overcast clouds
502,Sayyan,YE,15.1718,44.3244,63.97,54,12,3.24,few clouds
503,Masasi,TZ,-10.7167,38.8,61.2,75,18,3.6,few clouds
504,Stary Sacz,PL,49.5636,20.635,58.59,86,32,3.09,scattered clouds
505,Gushikawa,JP,26.3544,127.8686,75.2,88,75,8.41,moderate rain
506,Islamkot,PK,24.6997,70.177,82.54,75,0,14.32,clear sky
507,Townsville,AU,-19.25,146.8,68.88,78,75,8.05,broken clouds
508,Sao Miguel Dos Campos,BR,-9.7811,-36.0936,78.3,92,18,2.59,few clouds
509,Kambia,SL,9.1167,-12.9167,79.02,86,72,7.18,broken clouds
510,Churapcha,RU,62.0025,132.4325,62.4,66,99,4.14,overcast clouds
511,Conakry,GN,9.538,-13.6773,79.93,83,47,6.22,moderate rain
512,Port Blair,IN,11.6667,92.75,83.75,76,100,12.01,overcast clouds
513,Rawlins,US,41.7911,-107.2387,84.33,10,1,6.91,clear sky
514,Bilibino,RU,68.0546,166.4372,66.9,39,6,6.58,clear sky
515,Grand Forks,US,47.9417,-97.4337,85.73,15,20,11.97,few clouds
516,Butembo,CD,0.15,29.2833,57.15,95,100,2.95,overcast clouds
517,Huandacareo,MX,19.9833,-101.2833,71.55,52,100,5.57,overcast clouds
518,Vardo,NO,70.3705,31.1107,39.15,74,6,1.88,clear sky
519,Leningradskiy,RU,69.3833,178.4167,41.85,71,17,14.47,few clouds
520,Rakiv Lis,UA,51.6217,24.9243,55.36,92,35,6.35,scattered clouds
521,Kalanguy,RU,51.0167,116.5167,67.26,36,1,4.81,clear sky
522,Vao,NC,-22.6667,167.4833,70.11,65,99,16.35,overcast clouds
523,Ahipara,NZ,-35.1667,173.1667,61.75,89,100,9.13,moderate rain
524,Vapnyarka,UA,48.5348,28.7436,52.88,90,38,7.2,scattered clouds
525,Miranda,CO,3.2499,-76.2281,69.42,95,94,1.5,overcast clouds
526,Sembe,CG,1.6481,14.5806,69.87,98,71,1.03,broken clouds
527,Aplahoue,BJ,6.9333,1.6833,75.79,89,74,4.74,broken clouds
528,Berlevag,NO,70.8578,29.0864,39.25,72,6,0.78,clear sky
529,Tessalit,ML,20.1986,1.0114,94.91,13,48,4.97,scattered clouds
530,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.44,81,51,2.75,broken clouds
531,Tagusao,PH,9.1924,117.8141,80.91,82,100,4.56,overcast clouds
532,Kamiiso,JP,41.8167,140.65,63.84,66,87,8.05,overcast clouds
533,Talnakh,RU,69.4865,88.3972,31.59,97,100,5.21,light snow
534,Ust-Nera,RU,64.5667,143.2,63.41,62,100,6.78,overcast clouds
535,Areosa,PT,41.7178,-8.8571,65.32,83,4,9.55,clear sky
536,San Quintin,MX,30.4833,-115.95,65.57,64,13,10.78,few clouds
537,Catalina,US,32.5056,-110.9211,99.91,11,0,5.01,clear sky
538,North Vanlaiphai,IN,23.1333,93.0667,60.71,99,99,0.34,overcast clouds
539,Rocky Mountain House,CA,52.3668,-114.9188,60.84,50,96,6.42,overcast clouds
540,Korla,CN,41.7597,86.1469,70.47,39,39,9.51,scattered clouds
541,Dovolnoye,RU,54.4958,79.6671,52.9,66,3,7.27,clear sky
542,Bilma,NE,18.6853,12.9164,91.96,16,99,7.85,overcast clouds
543,Sao Filipe,CV,14.8961,-24.4956,74.62,71,36,11.3,scattered clouds
544,Kudahuvadhoo,MV,2.6708,72.8944,82.9,75,45,14.81,scattered clouds
545,Mingoyo,TZ,-10.1,39.6333,65.71,86,3,4.52,clear sky
546,Husavik,IS,66.0449,-17.3389,47.25,82,72,3.38,broken clouds
547,Qaanaaq,GL,77.484,-69.3632,40.37,76,59,5.39,broken clouds
548,Kaberamaido,UG,1.7389,33.1594,67.01,89,38,3.42,scattered clouds
549,Port Shepstone,ZA,-30.7414,30.455,60.06,83,0,14.03,clear sky
550,Nambucca Heads,AU,-30.65,153.0,57.2,57,0,4.99,clear sky
551,Bocaiuva,BR,-17.1078,-43.815,71.65,49,84,7.07,broken clouds
552,Auki,SB,-8.7676,160.7034,83.75,70,12,3.09,few clouds
553,Kupang,ID,-10.1667,123.5833,75.78,83,20,9.22,few clouds
554,Sangueya,GN,10.7,-14.3667,78.94,87,79,4.52,broken clouds
555,Soyo,AO,-6.1349,12.3689,75.51,89,26,4.0,scattered clouds
